INCIDENT_ID,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT_ID,PRECINCT_ID,OFFENSE_CODE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,MJ_RELATION_TYPE,NEIGHBORHOOD_ID,Year
2016601396,9/19/2016,9/19/2016,9/19/2016,5569 N JERICHO CT,3210938,1716217,5,523,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",gateway-green-valley-ranch,2016
2018405375,6/16/2018,,6/17/2018,4708 N WASHINGTON ST,3146660,1710163,1,112,3532,DRUG - COCAINE POSSESS,Drug Offenses,"NON-INDUSTRY",globeville,2018
2019334141,5/28/2019,,5/29/2019,3814 WALNUT ST,3148592,1705976,2,211,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",cole,2019
2016564626,9/3/2016,,9/3/2016,3887 N STEELE ST,3153496,1705991,2,212,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",clayton,2016
20167346652,11/16/2016,11/16/2016,11/16/2016,2175 S HIGH ST,3150428,1671926,3,313,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",university,2016
2018405375,6/16/2018,,6/17/2018,4708 N WASHINGTON ST,3146660,1710163,1,112,1006,KIDNAP - ADULT VICTIM,All Other Crimes,"NON-INDUSTRY",globeville,2018
2015271606,5/17/2015,5/17/2015,5/17/2015,1700 BLOCK E MLK BLVD,3149965,1702852,2,211,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",whittier,2015
2016384509,6/19/2016,6/19/2016,6/19/2016,1100 N YUMA CT,3136556,1692610,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park,2016
2015729632,12/16/2015,,12/16/2015,3955 N STEELE ST,3154320,1706484,2,212,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",clayton,2015
2019266753,4/15/2019,,4/29/2019,330 E COLFAX AVE,3145483,1694804,6,623,2399,THEFT - OTHER,Larceny,"INDUSTRY",capitol-hill,2019
2019197221,3/29/2019,,3/29/2019,W EVANS AVE / S TEJON ST,3137629,1672446,4,422,1210,ROBBERY - PURSE SNATCH W/FORCE,Robbery-Street-Res,"NON-INDUSTRY",college-view-south-platte,2019
2015380779,7/7/2015,,7/7/2015,4572 N FREEPORT WAY,3192732,1708341,5,521,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",montbello,2015
2016624261,9/29/2016,9/29/2016,9/29/2016,4495 N WASHINGTON ST,3146216,1708700,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2016
2019334193,5/29/2019,5/29/2019,5/29/2019,5000 E 41ST AVE,3160362,1706982,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill,2019
2015118928,3/3/2015,3/3/2015,3/3/2015,1031 W CENTER AVE,3140685,1682437,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park,2015
2018680942,9/23/2018,9/29/2018,10/4/2018,879 N FEDERAL BLVD,3133482,1691405,1,122,2399,THEFT - OTHER,Larceny,"INDUSTRY",villa-park,2018
2018746423,11/1/2018,11/1/2018,11/1/2018,3855 N QUENTIN ST,3184099,1706162,5,512,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",stapleton,2018
2018792184,11/21/2018,11/21/2018,11/21/2018,4975 N VASQUEZ BLVD,3155551,1711955,2,212,1313,ASSAULT - DV,Simple Assault,"INDUSTRY",elyria-swansea,2018
2019211830,10/17/2018,4/4/2019,4/5/2019,11101 E 51ST AVE,3180205,1713549,5,511,2399,THEFT - OTHER,Larceny,"INDUSTRY",montbello,2019
2018425109,6/25/2018,6/25/2018,6/25/2018,2675 W 38TH AVE,3134819,1705508,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside,2018
2015668640,11/15/2015,11/15/2015,11/15/2015,6359 E EVANS AVE,3164786,1672602,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village,2015
2019335170,5/24/2019,5/29/2019,5/29/2019,225 N MARIPOSA ST,3139739,1687375,3,311,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",baker,2019
2019276120,4/26/2019,4/26/2019,5/3/2019,260 N BROADWAY ST,3144270,1687727,3,311,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",speer,2019
2018427487,6/26/2018,6/26/2018,6/26/2018,330 S DAYTON ST,3175842,1683494,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",windsor,2018
2018424998,6/25/2018,,6/25/2018,7380 E COLFAX AVE,3167983,1694958,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",east-colfax,2018
2018441095,7/1/2018,7/1/2018,7/1/2018,4305 N BRIGHTON BLVD,3148956,1708556,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2018
2018427949,6/26/2018,6/26/2018,6/26/2018,5109 W ALAMEDA AVE,3125931,1684434,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",barnum-west,2018
2018746080,11/1/2018,11/1/2018,11/1/2018,5475 N PEORIA ST,3183035,1715021,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello,2018
2018789599,11/20/2018,11/20/2018,11/20/2018,4900 N COLORADO BLVD,3157486,1711516,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill,2018
201695696,2/14/2016,2/14/2016,2/14/2016,2330 N BROADWAY ST,3144218,1700270,6,621,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",five-points,2016
2016731454,11/14/2016,11/15/2016,11/15/2016,2675 S SANTA FE DR,3141308,1668710,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2016
2016420781,7/4/2016,7/4/2016,7/4/2016,1100 N YUMA CT,3136556,1692610,1,123,2203,BURG/AUTO THEFT-BUSN W/ FORCE,Burglary,"INDUSTRY",lincoln-park,2016
2016515886,8/14/2016,8/14/2016,8/14/2016,155 S PECOS ST,3138861,1685187,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde,2016
2015546529,9/20/2015,9/20/2015,9/20/2015,3100 BLAKE ST,3145964,1703803,2,211,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",five-points,2015
2015452627,8/9/2015,8/9/2015,8/9/2015,1755 S BROADWAY ST,3144171,1674691,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland,2015
2015202896,4/14/2015,4/14/2015,4/14/2015,1332 S CHEROKEE ST,3143338,1677553,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2015
2019305423,5/16/2019,5/16/2019,5/16/2019,2645 S SANTA FE DR,3141742,1668660,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2019
2016599721,9/18/2016,,9/19/2016,800 BLOCK S MONACO ST,3165338,1681156,3,322,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",washington-virginia-vale,2016
2018398619,6/14/2018,,6/14/2018,1499 N BROADWAY ST,3144130,1694794,6,611,3562,DRUG - MARIJUANA POSSESS,Drug Offenses,"INDUSTRY",civic-center,2018
2019267127,4/22/2019,,4/29/2019,8151 E COLFAX AVE,3170674,1695109,2,223,2308,THEFT - FROM BLDG,Larceny,"INDUSTRY",east-colfax,2019
2018789303,11/20/2018,11/20/2018,11/20/2018,3480 PARK AVEW,3142322,1704085,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2018
2016235609,4/16/2016,4/16/2016,4/16/2016,432 S BROADWAY ST,3144200,1683431,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-park-west,2016
2016138933,3/4/2016,,3/4/2016,5155 E 46TH AVE,3160637,1709787,2,221,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",northeast-park-hill,2016
2018411491,6/19/2018,,6/19/2018,445 N FEDERAL BLVD,3133474,1688828,4,411,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"INDUSTRY",barnum,2018
2015676079,11/18/2015,11/18/2015,11/19/2015,3050 W 49TH AVE,3133027,1711268,1,111,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",regis,2015
2018405375,6/16/2018,,6/17/2018,4708 N WASHINGTON ST,3146660,1710163,1,112,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",globeville,2018
2016365429,6/11/2016,6/11/2016,6/11/2016,688 N BRYANT ST,3135476,1690167,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley,2016
2018789365,11/20/2018,11/20/2018,11/20/2018,6858 E EVANS AVE,3166313,1672406,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith,2018
2016501351,8/8/2016,8/8/2016,8/8/2016,2895 W 8TH AVE,3134093,1690994,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley,2016
2018706589,10/14/2018,10/14/2018,10/15/2018,1196 S BANNOCK ST,3143513,1678430,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland,2018
2018432603,6/27/2018,,6/28/2018,978 S PERRY ST,3129467,1679816,4,412,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",westwood,2018
2015219392,4/22/2015,,4/22/2015,3944 N HIGH ST,3150562,1706559,2,211,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",cole,2015
2018433541,6/28/2018,,6/28/2018,2042 ARAPAHOE ST,3143416,1699249,6,611,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"INDUSTRY",five-points,2018
2018410777,6/12/2018,6/13/2018,6/19/2018,701 W MISSISSIPPI AVE,3141832,1679130,4,412,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",athmar-park,2018
2019216351,4/7/2019,,4/7/2019,8151 E COLFAX AVE,3170674,1695109,2,223,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"INDUSTRY",east-colfax,2019
2016334634,5/28/2016,,5/28/2016,7741 E COLFAX AVE,3169310,1695133,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",east-colfax,2016
2019384493,6/20/2019,6/20/2019,6/20/2019,777 N UMATILLA ST,3137180,1690589,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park,2019
2018630030,9/14/2018,,9/14/2018,3930 BLAKE ST,3148656,1706544,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2018
2018663283,9/27/2018,9/27/2018,9/27/2018,2001 S BROADWAY ST,3144120,1673026,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2018
2018520120,8/1/2018,8/1/2018,8/1/2018,7380 E COLFAX AVE,3167983,1694958,2,223,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",east-colfax,2018
2019515709,8/15/2019,8/15/2019,8/15/2019,3900 E 48TH AVE,3156937,1710799,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2019
2018595943,8/23/2018,,8/31/2018,1350 S SHERIDAN BLVD,3125828,1677226,4,421,2399,THEFT - OTHER,Larceny,"INDUSTRY",mar-lee,2018
2019501852,8/8/2019,8/9/2019,8/9/2019,1617 W 12TH AVE,3138204,1693133,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park,2019
2019554718,8/31/2019,8/31/2019,8/31/2019,4750 N NOME ST,3182025,1710903,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello,2019
2019442855,7/15/2019,,7/15/2019,2949 W ALAMEDA AVE,3133738,1684368,4,411,3599,DRUG - PCS - OTHER DRUG,Drug Offenses,"NON-INDUSTRY",valverde,2019
2018605627,9/4/2018,9/4/2018,9/4/2018,2645 S SANTA FE DR,3141742,1668660,3,313,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",overland,2018
2018604605,8/31/2018,9/4/2018,9/4/2018,4785 N ELATI ST,3142364,1710518,1,112,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"INDUSTRY",globeville,2018
2016761932,11/29/2016,11/29/2016,11/29/2016,1100 S KALAMATH ST,3140699,1678946,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill,2016
2019487507,8/3/2019,8/3/2019,8/3/2019,2675 S SANTA FE DR,3141308,1668710,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2019
2019487765,8/3/2019,8/3/2019,8/3/2019,4902 E SMITH RD,3160325,1707718,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill,2019
20186008716,9/4/2018,9/4/2018,9/4/2018,577 S JASON ST,3140848,1682477,4,412,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"INDUSTRY",athmar-park,2018
2018661094,9/26/2018,9/26/2018,9/26/2018,399 S HARRISON ST,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",belcaro,2018
2018663269,9/27/2018,9/27/2018,9/27/2018,399 S HARRISON ST,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",belcaro,2018
2019554651,8/31/2019,8/31/2019,8/31/2019,2042 S BANNOCK ST,3143656,1672758,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland,2019
2019501347,8/9/2019,8/9/2019,8/9/2019,4902 E SMITH RD,3160325,1707718,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill,2019
201666719,2/1/2016,2/1/2016,2/1/2016,5050 N YORK ST,3152054,1712498,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2016
2016317585,5/21/2016,5/21/2016,5/21/2016,3888 E MEXICO AVE,3157004,1674967,3,312,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cory-merrill,2016
2017151765,3/6/2017,3/6/2017,3/6/2017,2207 N HOOKER ST,3132526,1698468,1,121,3563,DRUG - MARIJUANA CULTIVATION,Drug Offenses,"NON-INDUSTRY",sloan-lake,2017
20184942,1/3/2018,1/3/2018,1/3/2018,3435 S YOSEMITE ST,3173094,1663993,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden,2018
20184912,1/3/2018,1/3/2018,1/3/2018,4400 E EVANS AVE,3158749,1672408,3,314,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",university-hills,2018
2015406705,7/19/2015,,7/19/2015,16TH ST / CALIFORNIA ST,3142790,1696716,6,611,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",cbd,2015
20184840,1/3/2018,1/3/2018,1/3/2018,120 S KALAMATH ST,3140719,1685494,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker,2018
2015219242,4/17/2015,,4/22/2015,401 16TH ST,3143533,1696058,6,611,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",cbd,2015
20184860,1/3/2018,1/3/2018,1/3/2018,755 S FEDERAL BLVD,3133515,1681258,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",westwood,2018
201917508,1/8/2019,,1/8/2019,1798 W MISSISSIPPI AVE,3138325,1678939,4,422,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"INDUSTRY",ruby-hill,2019
2016329475,5/26/2016,,5/26/2016,1055 19TH ST,3143054,1698655,6,611,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",cbd,2016
201932859,1/15/2019,,1/15/2019,970 N LINCOLN ST,3144577,1691813,6,623,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",capitol-hill,2019
201810675,1/4/2018,,1/5/2018,4902 E SMITH RD,3160325,1707718,2,221,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",northeast-park-hill,2018
201925397,1/12/2019,1/12/2019,1/12/2019,1255 W VIRGINIA AVE,3139724,1683088,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park,2019
201981384,2/1/2019,2/5/2019,2/5/2019,1270 W CEDAR AVE,3139674,1684892,4,411,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",valverde,2019
2019120456,2/23/2019,,2/23/2019,3944 N HIGH ST,3150562,1706559,2,211,1313,ASSAULT - SIMPLE,Simple Assault,"INDUSTRY",cole,2019
20196000343,1/12/2019,1/12/2019,1/12/2019,1001 N GAYLORD ST,3151557,1692291,6,622,2308,THEFT - FROM BLDG,Larceny,"NON-INDUSTRY",cheesman-park,2019
202050290,1/23/2020,1/23/2020,1/23/2020,399 S HARRISON ST,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",belcaro,2020
202046773,1/21/2020,,1/21/2020,970 S ONEIDA ST,3166714,1679991,3,322,2301,THEFT - PICK POCKET,Larceny,"INDUSTRY",washington-virginia-vale,2020
2015200687,4/13/2015,,4/13/2015,1100 BLOCK E COLFAX AVE,3148028,1694838,6,623,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",capitol-hill,2015
20206000915,1/25/2020,1/25/2020,1/25/2020,2863 LARIMER ST,3145640,1702618,2,211,2999,CRIMINAL MISCHIEF - MTR VEH,Criminal Mischief-Vehicle,"NON-INDUSTRY",five-points,2020
2015274152,5/19/2015,5/19/2015,5/19/2015,2424 E 43RD AVE,3152489,1708074,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2015
202047072,1/21/2020,,1/21/2020,6858 E EVANS AVE,3166313,1672406,3,323,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",goldsmith,2020
2016126405,2/28/2016,2/28/2016,2/28/2016,1005 N FEDERAL BLVD,3133440,1692262,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",villa-park,2016
201664689,1/30/2016,1/30/2016,1/30/2016,1800 S BROADWAY ST,3144343,1674371,3,313,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"NON-INDUSTRY",platt-park,2016
201728896,1/14/2017,1/14/2017,1/14/2017,505 W 40TH AVE,3142219,1706451,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2017
201940566,1/11/2019,1/11/2019,1/18/2019,5200 E SMITH RD,3161542,1707255,2,221,2399,THEFT - OTHER,Larceny,"INDUSTRY",northeast-park-hill,2019
2015439974,5/15/2015,7/5/2015,8/3/2015,330 N FEDERAL BLVD,3133714,1688115,4,411,2605,THEFT - UNAUTH USE OF FTD,All Other Crimes,"INDUSTRY",valverde,2015
201937484,1/17/2019,1/17/2019,1/17/2019,990 W 6TH AVE,3140766,1689518,3,311,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",baker,2019
2015227561,4/26/2015,4/26/2015,4/26/2015,4228 N YORK ST,3152105,1707908,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea,2015
201850731,1/22/2018,1/22/2018,1/22/2018,4105 N JASON ST,3140597,1706917,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside,2018
2015247779,5/5/2015,5/5/2015,5/5/2015,777 N CANOSA CT,3134946,1690779,1,122,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sun-valley,2015
2015175385,3/31/2015,3/31/2015,3/31/2015,760 E COLFAX AVE,3146795,1694778,6,623,1313,ASSAULT - DV,Simple Assault,"NON-INDUSTRY",capitol-hill,2015
202021420,1/10/2020,,1/15/2020,2117 LARIMER ST,3143046,1700065,6,612,3560,DRUG - MARIJUANA SELL,Drug Offenses,"INDUSTRY",five-points,2020
202031233,1/14/2020,,1/14/2020,3955 N ONEIDA ST,3166434,1706622,2,221,5212,WEAPON-POSS ILLEGAL/DANGEROUS,Weapons Offense,"INDUSTRY",northeast-park-hill,2020
202017729,1/8/2020,,1/8/2020,330 S DAYTON ST,3175842,1683494,3,321,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",windsor,2020
2016539098,8/24/2016,8/24/2016,8/24/2016,4773 N FOX ST,3142062,1710572,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville,2016
2016429055,7/7/2016,7/7/2016,7/7/2016,1126 S SHERIDAN BLVD,3125821,1678730,4,421,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",mar-lee,2016
2015168475,3/27/2015,3/27/2015,3/28/2015,543 N BRYANT ST,3135294,1689181,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde,2015
2016270384,5/1/2016,5/1/2016,5/1/2016,4641 N CLAYTON ST,3153334,1709812,2,212,5707,CRIMINAL TRESPASSING,All Other Crimes,"NON-INDUSTRY",elyria-swansea,2016
2016318008,5/21/2016,5/21/2016,5/21/2016,4707 N LIPAN ST,3139981,1710191,1,112,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",sunnyside,2016
2015705224,12/3/2015,12/3/2015,12/4/2015,855 N HUMBOLDT ST,3149127,1691257,6,622,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cheesman-park,2015
20206594,1/3/2020,1/3/2020,1/3/2020,3555 S YOSEMITE ST,3173020,1662878,3,324,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",hampden-south,2020
202035861,1/16/2020,,1/16/2020,6858 E EVANS AVE,3166313,1672406,3,323,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",goldsmith,2020
2015640851,11/1/2015,,11/1/2015,5300 W WARREN AVE,3125308,1671232,4,421,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",harvey-park,2015
201842472,1/18/2018,,1/18/2018,4620 N PEORIA ST,3183815,1709739,5,521,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",montbello,2018
2015185623,4/5/2015,,4/5/2015,1500 E COLFAX AVE,3149211,1694820,6,622,2399,THEFT - OTHER,Larceny,"INDUSTRY",cheesman-park,2015
20194113,1/2/2019,1/2/2019,1/2/2019,2748 W ALAMEDA AVE,3134512,1684158,4,412,2303,THEFT - SHOPLIFT,Larceny,"NON-INDUSTRY",athmar-park,2019
